employee_id,age,gender,tenure_months,burnout_risk,tasks_completed_last_30d,tasks_failed_last_30d,sick_leave_count_last_30d,short_sick_leaves_count_last_30d,total_sick_days_last_30d,avg_sentiment_last_30d,tasks_completed_last_90d,tasks_failed_last_90d,sick_leave_count_last_90d,short_sick_leaves_count_last_90d,total_sick_days_last_90d,avg_sentiment_last_90d,tasks_completed_last_365d,tasks_failed_last_365d,sick_leave_count_last_365d,short_sick_leaves_count_last_365d,total_sick_days_last_365d,avg_sentiment_last_365d,days_since_last_vacation,sentiment_trend_last_90d
1010,46,Мужской,2,0,9,0,0.0,0.0,0.0,0.9400000000000001,35,0,0.0,0.0,0.0,0.8107692307692308,138,0,3.0,0.0,12.0,0.25,343.0,0.0
1011,33,Мужской,1,0,10,0,0.0,0.0,0.0,0.9400000000000001,28,0,1.0,0.0,3.0,0.8107692307692308,136,0,4.0,3.0,7.0,0.25,365.0,0.0
1012,52,Женский,9,0,8,0,0.0,0.0,0.0,0.9400000000000001,31,0,0.0,0.0,0.0,0.8107692307692308,123,0,1.0,0.0,5.0,0.25,365.0,0.0
1013,33,Женский,105,0,5,0,0.0,0.0,0.0,0.4075,29,0,1.0,0.0,5.0,0.4423076923076923,133,0,1.0,0.0,5.0,0.4138461538461539,319.0,0.0
1014,51,Мужской,16,0,8,0,0.0,0.0,0.0,0.5125000000000001,29,0,0.0,0.0,0.0,0.49769230769230777,139,0,0.0,0.0,0.0,0.4528846153846154,72.0,0.0
1015,25,Женский,61,0,7,0,0.0,0.0,0.0,0.39249999999999996,21,0,0.0,0.0,0.0,0.3438461538461538,124,0,1.0,0.0,3.0,0.38461538461538464,115.0,0.0
1016,38,Женский,12,0,11,0,0.0,0.0,0.0,0.2975,29,0,1.0,0.0,4.0,0.3869230769230769,122,0,3.0,1.0,10.0,0.36730769230769234,316.0,0.0
1017,54,Мужской,94,1,4,0,0.0,0.0,0.0,-0.485,13,0,0.0,0.0,0.0,-0.4492307692307692,78,0,5.0,3.0,13.0,-0.30000000000000004,316.0,0.0
1018,40,Женский,21,0,3,0,0.0,0.0,0.0,0.3,20,0,0.0,0.0,0.0,0.30461538461538457,120,0,1.0,0.0,4.0,0.4042307692307693,365.0,0.0
1019,30,Мужской,50,1,7,0,1.0,0.0,4.0,-0.485,17,0,1.0,0.0,4.0,-0.4492307692307692,78,0,3.0,1.0,9.0,-0.30000000000000004,365.0,0.0
1020,33,Мужской,59,0,10,0,1.0,0.0,5.0,0.415,25,0,1.0,0.0,5.0,0.42230769230769233,138,0,3.0,2.0,8.0,0.3880769230769232,125.0,0.0
1021,39,Мужской,99,1,21,6,1.0,1.0,1.0,-0.9400000000000001,51,15,1.0,1.0,1.0,-0.8107692307692308,204,30,1.0,1.0,1.0,-0.25,365.0,0.0
1022,38,Женский,20,1,5,0,0.0,0.0,0.0,-0.485,15,0,0.0,0.0,0.0,-0.4492307692307692,71,0,1.0,0.0,5.0,-0.30000000000000004,322.0,0.0
1023,40,Мужской,12,0,11,0,0.0,0.0,0.0,0.9400000000000001,37,0,0.0,0.0,0.0,0.8107692307692308,123,0,2.0,1.0,5.0,0.25,72.0,0.0
1024,48,Женский,91,0,10,0,0.0,0.0,0.0,0.33,27,0,0.0,0.0,0.0,0.36538461538461536,124,0,0.0,0.0,0.0,0.4142307692307693,129.0,0.0
1025,28,Женский,2,0,11,0,1.0,0.0,4.0,0.9400000000000001,38,0,1.0,0.0,4.0,0.8107692307692308,146,0,4.0,1.0,15.0,0.25,83.0,0.0
1026,36,Женский,8,0,12,0,0.0,0.0,0.0,0.9400000000000001,34,0,0.0,0.0,0.0,0.8107692307692308,132,0,2.0,1.0,4.0,0.25,316.0,0.0
1027,28,Женский,41,0,12,0,0.0,0.0,0.0,0.46499999999999997,33,0,1.0,0.0,5.0,0.41923076923076924,128,0,5.0,3.0,16.0,0.38326923076923075,365.0,0.0
1028,32,Женский,7,0,12,0,2.0,0.0,7.0,0.9400000000000001,40,0,2.0,0.0,7.0,0.8107692307692308,149,0,3.0,1.0,8.0,0.25,126.0,0.0
1029,46,Женский,32,1,17,3,0.0,0.0,0.0,-0.9400000000000001,48,10,0.0,0.0,0.0,-0.8107692307692308,206,33,1.0,0.0,3.0,-0.25,365.0,0.0
1030,49,Женский,99,0,14,0,0.0,0.0,0.0,0.12,35,0,0.0,0.0,0.0,0.29615384615384616,134,0,1.0,0.0,3.0,0.36480769230769233,335.0,0.0
1031,37,Женский,7,0,12,0,1.0,1.0,1.0,0.9400000000000001,28,0,1.0,1.0,1.0,0.8107692307692308,121,0,2.0,2.0,3.0,0.25,365.0,0.0
1032,44,Мужской,94,0,9,0,1.0,1.0,1.0,0.395,30,0,1.0,1.0,1.0,0.3630769230769231,126,0,2.0,2.0,3.0,0.39499999999999996,365.0,0.0
1033,51,Мужской,46,0,12,0,0.0,0.0,0.0,0.45249999999999996,31,0,0.0,0.0,0.0,0.4707692307692308,137,0,0.0,0.0,0.0,0.43961538461538463,129.0,0.0
1034,30,Женский,103,0,12,0,0.0,0.0,0.0,0.36,36,0,0.0,0.0,0.0,0.40384615384615385,125,0,2.0,0.0,6.0,0.365576923076923,130.0,0.0
1035,32,Мужской,9,0,13,0,0.0,0.0,0.0,0.9400000000000001,32,0,0.0,0.0,0.0,0.8107692307692308,135,0,1.0,0.0,3.0,0.25,365.0,0.0
1036,39,Мужской,20,0,14,0,0.0,0.0,0.0,0.37749999999999995,36,0,0.0,0.0,0.0,0.38384615384615384,125,0,4.0,2.0,11.0,0.37538461538461537,120.0,0.0
1037,37,Мужской,110,1,19,6,0.0,0.0,0.0,-0.9400000000000001,55,16,0.0,0.0,0.0,-0.8107692307692308,214,35,1.0,0.0,3.0,-0.25,365.0,0.0
1038,41,Мужской,99,1,21,4,0.0,0.0,0.0,-0.9400000000000001,59,12,0.0,0.0,0.0,-0.8107692307692308,226,25,0.0,0.0,0.0,-0.25,365.0,0.0
1039,48,Женский,111,0,12,0,0.0,0.0,0.0,0.23750000000000002,33,0,0.0,0.0,0.0,0.35923076923076913,123,0,1.0,1.0,1.0,0.3975,85.0,0.0
1040,50,Женский,62,1,18,6,1.0,1.0,1.0,-0.9400000000000001,50,21,1.0,1.0,1.0,-0.8107692307692308,217,37,1.0,1.0,1.0,-0.25,365.0,0.0
1041,23,Женский,113,0,13,0,0.0,0.0,0.0,0.6475,37,0,1.0,1.0,2.0,0.47000000000000003,130,0,1.0,1.0,2.0,0.4063461538461538,365.0,0.0
1042,36,Женский,23,0,13,0,0.0,0.0,0.0,0.4975,38,0,1.0,1.0,1.0,0.44153846153846155,134,0,6.0,3.0,15.0,0.41000000000000003,365.0,0.0
1043,30,Мужской,64,0,10,0,0.0,0.0,0.0,0.39249999999999996,34,0,0.0,0.0,0.0,0.4407692307692308,145,0,6.0,3.0,17.0,0.39865384615384625,101.0,0.0
1044,51,Мужской,4,1,6,0,0.0,0.0,0.0,-0.485,22,0,1.0,1.0,1.0,-0.4492307692307692,76,0,4.0,2.0,11.0,-0.30000000000000004,334.0,0.0
1045,42,Женский,4,0,13,0,0.0,0.0,0.0,0.9400000000000001,31,0,0.0,0.0,0.0,0.8107692307692308,126,0,3.0,0.0,12.0,0.25,365.0,0.0
1046,53,Мужской,34,0,13,0,0.0,0.0,0.0,0.5025,33,0,1.0,0.0,5.0,0.44307692307692303,131,0,4.0,0.0,17.0,0.41769230769230775,365.0,0.0
1047,26,Мужской,46,0,13,0,0.0,0.0,0.0,0.29250000000000004,26,0,0.0,0.0,0.0,0.4038461538461539,128,0,0.0,0.0,0.0,0.4338461538461539,77.0,0.0
1048,42,Женский,46,0,14,0,0.0,0.0,0.0,0.26749999999999996,34,0,0.0,0.0,0.0,0.3530769230769231,133,0,0.0,0.0,0.0,0.3998076923076923,365.0,0.0
1049,32,Мужской,23,0,10,0,0.0,0.0,0.0,0.2825,34,0,0.0,0.0,0.0,0.35384615384615387,136,0,0.0,0.0,0.0,0.4221153846153846,327.0,0.0
1050,50,Мужской,108,1,15,2,1.0,1.0,2.0,-0.9400000000000001,51,13,1.0,1.0,2.0,-0.8107692307692308,208,32,1.0,1.0,2.0,-0.25,334.0,0.0
1051,52,Мужской,60,0,14,0,0.0,0.0,0.0,0.41500000000000004,30,0,0.0,0.0,0.0,0.37692307692307686,121,0,1.0,0.0,3.0,0.41307692307692306,365.0,0.0
1052,47,Женский,17,1,18,7,0.0,0.0,0.0,-0.9400000000000001,53,13,1.0,1.0,2.0,-0.8107692307692308,213,39,1.0,1.0,2.0,-0.25,365.0,0.0
1053,36,Женский,48,1,18,5,0.0,0.0,0.0,-0.9400000000000001,52,14,0.0,0.0,0.0,-0.8107692307692308,209,33,0.0,0.0,0.0,-0.25,365.0,0.0
1054,34,Женский,79,1,10,0,0.0,0.0,0.0,-0.485,20,0,0.0,0.0,0.0,-0.4492307692307692,80,0,3.0,1.0,10.0,-0.30000000000000004,90.0,0.0
1055,50,Женский,12,0,10,0,0.0,0.0,0.0,0.38250000000000006,31,0,0.0,0.0,0.0,0.37153846153846154,126,0,1.0,1.0,2.0,0.3794230769230769,85.0,0.0
1056,22,Мужской,50,0,12,0,1.0,1.0,1.0,0.34750000000000003,29,0,1.0,1.0,1.0,0.36307692307692313,132,0,2.0,2.0,3.0,0.3517307692307693,365.0,0.0
1057,29,Женский,72,1,20,7,0.0,0.0,0.0,-0.9400000000000001,54,14,0.0,0.0,0.0,-0.8107692307692308,223,30,0.0,0.0,0.0,-0.25,365.0,0.0
1058,38,Мужской,31,0,9,0,0.0,0.0,0.0,0.3775,29,0,1.0,1.0,1.0,0.4453846153846154,120,0,3.0,1.0,8.0,0.3957692307692308,321.0,0.0
1059,23,Женский,93,1,3,0,0.0,0.0,0.0,-0.485,11,0,1.0,0.0,4.0,-0.4492307692307692,64,0,4.0,2.0,11.0,-0.30000000000000004,336.0,0.0
1060,41,Мужской,13,0,9,0,0.0,0.0,0.0,0.3725,32,0,1.0,0.0,4.0,0.4076923076923077,125,0,2.0,0.0,7.0,0.4642307692307692,99.0,0.0
1061,31,Женский,96,1,5,0,0.0,0.0,0.0,-0.485,20,0,0.0,0.0,0.0,-0.4492307692307692,74,0,0.0,0.0,0.0,-0.30000000000000004,365.0,0.0
1062,31,Мужской,108,0,13,0,0.0,0.0,0.0,0.4025000000000001,35,0,0.0,0.0,0.0,0.3807692307692308,136,0,2.0,0.0,8.0,0.42557692307692296,332.0,0.0
1063,54,Мужской,78,0,17,0,0.0,0.0,0.0,0.46749999999999997,31,0,1.0,0.0,5.0,0.47307692307692306,122,0,4.0,2.0,13.0,0.4267307692307692,325.0,0.0
1064,44,Мужской,20,0,14,0,0.0,0.0,0.0,0.4975,38,0,0.0,0.0,0.0,0.4638461538461538,134,0,1.0,0.0,3.0,0.4486538461538461,365.0,0.0
1065,40,Мужской,63,0,11,0,0.0,0.0,0.0,0.505,24,0,0.0,0.0,0.0,0.5038461538461539,128,0,2.0,1.0,7.0,0.42480769230769233,365.0,0.0
1066,51,Мужской,7,0,5,0,2.0,1.0,6.0,0.9400000000000001,26,0,2.0,1.0,6.0,0.8107692307692308,120,0,2.0,1.0,6.0,0.25,365.0,0.0
1067,23,Женский,3,0,9,0,0.0,0.0,0.0,0.9400000000000001,29,0,1.0,0.0,3.0,0.8107692307692308,113,0,1.0,0.0,3.0,0.25,336.0,0.0
1068,32,Женский,24,0,12,0,0.0,0.0,0.0,0.32,29,0,0.0,0.0,0.0,0.4223076923076923,124,0,0.0,0.0,0.0,0.38038461538461543,112.0,0.0
1069,35,Женский,97,0,6,0,0.0,0.0,0.0,0.405,23,0,0.0,0.0,0.0,0.35615384615384615,122,0,0.0,0.0,0.0,0.40653846153846157,83.0,0.0
1070,47,Женский,7,1,8,0,0.0,0.0,0.0,-0.485,23,0,2.0,0.0,8.0,-0.4492307692307692,78,0,5.0,1.0,17.0,-0.30000000000000004,126.0,0.0
1071,51,Мужской,7,0,7,0,0.0,0.0,0.0,0.9400000000000001,31,0,0.0,0.0,0.0,0.8107692307692308,146,0,3.0,2.0,5.0,0.25,365.0,0.0
1072,46,Мужской,3,1,19,5,0.0,0.0,0.0,-0.9400000000000001,55,14,0.0,0.0,0.0,-0.8107692307692308,209,33,0.0,0.0,0.0,-0.25,365.0,0.0
1073,30,Женский,40,0,11,0,0.0,0.0,0.0,0.505,32,0,0.0,0.0,0.0,0.4461538461538461,116,0,2.0,2.0,2.0,0.4136538461538461,73.0,0.0
1074,26,Мужской,35,0,12,0,0.0,0.0,0.0,0.2725,37,0,1.0,1.0,1.0,0.28461538461538455,139,0,1.0,1.0,1.0,0.3136538461538461,342.0,0.0
1075,51,Мужской,4,0,14,0,0.0,0.0,0.0,0.36749999999999994,35,0,0.0,0.0,0.0,0.47230769230769215,124,0,4.0,1.0,15.0,0.40365384615384625,341.0,0.0
1076,33,Женский,71,0,12,0,0.0,0.0,0.0,0.4425,28,0,0.0,0.0,0.0,0.4146153846153846,129,0,1.0,0.0,5.0,0.37115384615384617,365.0,0.0
1077,40,Женский,31,0,11,0,1.0,1.0,1.0,0.435,30,0,1.0,1.0,1.0,0.3323076923076923,131,0,2.0,2.0,3.0,0.4338461538461538,323.0,0.0
1078,44,Мужской,37,0,13,0,0.0,0.0,0.0,0.505,38,0,0.0,0.0,0.0,0.37384615384615383,141,0,2.0,0.0,9.0,0.37923076923076926,74.0,0.0
1079,35,Мужской,73,1,8,0,0.0,0.0,0.0,-0.485,25,0,0.0,0.0,0.0,-0.4492307692307692,87,0,2.0,0.0,7.0,-0.30000000000000004,111.0,0.0
1080,49,Женский,95,0,10,0,0.0,0.0,0.0,0.42,32,0,0.0,0.0,0.0,0.3461538461538462,134,0,0.0,0.0,0.0,0.3959615384615385,129.0,0.0
1081,45,Мужской,9,0,12,0,0.0,0.0,0.0,0.9400000000000001,33,0,0.0,0.0,0.0,0.8107692307692308,129,0,0.0,0.0,0.0,0.25,89.0,0.0
1082,23,Женский,10,0,15,0,0.0,0.0,0.0,0.3325,40,0,0.0,0.0,0.0,0.43692307692307686,139,0,0.0,0.0,0.0,0.37442307692307697,78.0,0.0
1083,50,Женский,4,0,11,0,0.0,0.0,0.0,0.9400000000000001,28,0,0.0,0.0,0.0,0.8107692307692308,133,0,0.0,0.0,0.0,0.25,316.0,0.0
1084,30,Женский,10,0,16,0,0.0,0.0,0.0,0.37750000000000006,39,0,0.0,0.0,0.0,0.4015384615384615,137,0,1.0,1.0,1.0,0.3638461538461538,365.0,0.0
1085,50,Женский,92,0,7,0,0.0,0.0,0.0,0.31,33,0,0.0,0.0,0.0,0.4476923076923078,139,0,0.0,0.0,0.0,0.37461538461538463,332.0,0.0
1086,26,Женский,3,0,11,0,0.0,0.0,0.0,0.9400000000000001,29,0,0.0,0.0,0.0,0.8107692307692308,123,0,1.0,1.0,2.0,0.25,119.0,0.0
1087,29,Женский,49,0,9,0,0.0,0.0,0.0,0.3575,27,0,0.0,0.0,0.0,0.39076923076923076,133,0,2.0,1.0,7.0,0.4273076923076923,343.0,0.0
1088,38,Женский,3,0,8,0,0.0,0.0,0.0,0.9400000000000001,31,0,0.0,0.0,0.0,0.8107692307692308,122,0,3.0,2.0,6.0,0.25,108.0,0.0
1089,45,Женский,2,0,10,0,0.0,0.0,0.0,0.9400000000000001,34,0,0.0,0.0,0.0,0.8107692307692308,136,0,1.0,1.0,2.0,0.25,317.0,0.0
1090,22,Женский,76,0,13,0,0.0,0.0,0.0,0.4175,37,0,0.0,0.0,0.0,0.4953846153846154,126,0,2.0,1.0,5.0,0.4269230769230769,365.0,0.0
1091,42,Мужской,35,1,18,5,0.0,0.0,0.0,-0.9400000000000001,49,13,0.0,0.0,0.0,-0.8107692307692308,198,31,1.0,0.0,5.0,-0.25,365.0,0.0
1092,46,Мужской,107,0,9,0,0.0,0.0,0.0,0.4175,26,0,0.0,0.0,0.0,0.3746153846153846,126,0,0.0,0.0,0.0,0.4338461538461539,104.0,0.0
1093,24,Мужской,2,0,10,0,0.0,0.0,0.0,0.9400000000000001,27,0,0.0,0.0,0.0,0.8107692307692308,118,0,4.0,1.0,12.0,0.25,318.0,0.0
1094,33,Мужской,4,0,9,0,0.0,0.0,0.0,0.5125000000000001,34,0,0.0,0.0,0.0,0.42923076923076925,135,0,4.0,2.0,11.0,0.4028846153846154,365.0,0.0
1095,52,Мужской,107,0,12,0,1.0,0.0,5.0,0.5,34,0,3.0,1.0,11.0,0.5015384615384616,143,0,4.0,2.0,12.0,0.4455769230769231,340.0,0.0
1096,50,Мужской,48,0,11,0,0.0,0.0,0.0,0.2175,32,0,0.0,0.0,0.0,0.37384615384615383,123,0,0.0,0.0,0.0,0.42673076923076925,365.0,0.0
1097,42,Женский,120,0,13,0,0.0,0.0,0.0,0.38250000000000006,32,0,0.0,0.0,0.0,0.37846153846153846,135,0,1.0,0.0,3.0,0.38961538461538464,365.0,0.0
1098,38,Женский,73,0,14,0,0.0,0.0,0.0,0.33999999999999997,37,0,0.0,0.0,0.0,0.38461538461538464,130,0,0.0,0.0,0.0,0.3873076923076923,123.0,0.0
1099,34,Женский,109,0,10,0,0.0,0.0,0.0,0.375,28,0,1.0,1.0,1.0,0.48000000000000004,129,0,3.0,2.0,5.0,0.4409615384615385,122.0,0.0
1100,54,Женский,91,0,13,0,0.0,0.0,0.0,0.36,35,0,0.0,0.0,0.0,0.3807692307692308,137,0,4.0,2.0,10.0,0.41673076923076924,119.0,0.0
1101,39,Мужской,6,0,8,0,0.0,0.0,0.0,0.9400000000000001,33,0,0.0,0.0,0.0,0.8107692307692308,135,0,2.0,1.0,6.0,0.25,339.0,0.0
1102,45,Мужской,60,1,7,0,1.0,1.0,2.0,-0.485,22,0,1.0,1.0,2.0,-0.4492307692307692,79,0,5.0,1.0,19.0,-0.30000000000000004,337.0,0.0
1103,45,Женский,98,1,17,6,0.0,0.0,0.0,-0.9400000000000001,48,17,0.0,0.0,0.0,-0.8107692307692308,212,34,1.0,1.0,2.0,-0.25,365.0,0.0
1104,22,Женский,5,0,18,0,1.0,0.0,3.0,0.9400000000000001,39,0,1.0,0.0,3.0,0.8107692307692308,129,0,2.0,0.0,6.0,0.25,107.0,0.0
1105,26,Мужской,108,0,11,0,0.0,0.0,0.0,0.34,28,0,0.0,0.0,0.0,0.3253846153846153,120,0,1.0,1.0,2.0,0.39769230769230773,340.0,0.0
1106,39,Мужской,64,0,12,0,0.0,0.0,0.0,0.5325,33,0,0.0,0.0,0.0,0.42615384615384616,129,0,1.0,1.0,2.0,0.36038461538461536,365.0,0.0
1107,34,Мужской,89,0,16,0,0.0,0.0,0.0,0.4625,41,0,1.0,0.0,3.0,0.44307692307692315,145,0,2.0,0.0,7.0,0.39961538461538465,128.0,0.0
1108,36,Женский,104,1,17,3,0.0,0.0,0.0,-0.9400000000000001,49,13,1.0,1.0,2.0,-0.8107692307692308,209,30,2.0,1.0,6.0,-0.25,365.0,0.0
1109,43,Мужской,5,0,14,0,0.0,0.0,0.0,0.9400000000000001,37,0,0.0,0.0,0.0,0.8107692307692308,140,0,2.0,0.0,9.0,0.25,365.0,0.0
1110,38,Женский,54,1,14,5,1.0,1.0,1.0,-0.9400000000000001,47,12,1.0,1.0,1.0,-0.8107692307692308,195,28,1.0,1.0,1.0,-0.25,365.0,0.0
1111,37,Мужской,100,0,12,0,0.0,0.0,0.0,0.3175,29,0,0.0,0.0,0.0,0.4538461538461539,118,0,0.0,0.0,0.0,0.41423076923076935,327.0,0.0
1112,22,Мужской,89,0,12,0,0.0,0.0,0.0,0.36000000000000004,24,0,0.0,0.0,0.0,0.413076923076923,121,0,0.0,0.0,0.0,0.3692307692307693,365.0,0.0
1113,35,Женский,69,0,7,0,0.0,0.0,0.0,0.5575,27,0,0.0,0.0,0.0,0.44153846153846155,119,0,1.0,0.0,3.0,0.3786538461538461,365.0,0.0
1114,48,Женский,68,0,13,0,0.0,0.0,0.0,0.37249999999999994,33,0,2.0,1.0,7.0,0.42230769230769233,141,0,3.0,1.0,10.0,0.41423076923076924,365.0,0.0
1115,26,Женский,3,0,7,0,1.0,1.0,1.0,0.9400000000000001,27,0,1.0,1.0,1.0,0.8107692307692308,125,0,5.0,1.0,20.0,0.25,365.0,0.0
1116,22,Женский,61,0,12,0,0.0,0.0,0.0,0.38250000000000006,33,0,0.0,0.0,0.0,0.3607692307692308,124,0,4.0,1.0,11.0,0.4007692307692309,365.0,0.0
1117,23,Мужской,84,0,13,0,0.0,0.0,0.0,0.48500000000000004,34,0,0.0,0.0,0.0,0.4507692307692308,147,0,1.0,0.0,5.0,0.4228846153846154,123.0,0.0
1118,31,Женский,7,0,11,0,0.0,0.0,0.0,0.9400000000000001,32,0,0.0,0.0,0.0,0.8107692307692308,137,0,1.0,1.0,2.0,0.25,365.0,0.0
1119,48,Мужской,58,1,19,5,0.0,0.0,0.0,-0.9400000000000001,56,15,0.0,0.0,0.0,-0.8107692307692308,218,35,0.0,0.0,0.0,-0.25,365.0,0.0
1120,51,Мужской,30,0,10,0,0.0,0.0,0.0,0.375,33,0,0.0,0.0,0.0,0.39769230769230773,136,0,0.0,0.0,0.0,0.3975,318.0,0.0
1121,53,Женский,120,1,13,2,0.0,0.0,0.0,-0.9400000000000001,48,11,0.0,0.0,0.0,-0.8107692307692308,211,30,2.0,1.0,4.0,-0.25,365.0,0.0
1122,42,Женский,10,0,12,0,0.0,0.0,0.0,0.9400000000000001,33,0,0.0,0.0,0.0,0.8107692307692308,127,0,0.0,0.0,0.0,0.25,365.0,0.0
1123,38,Женский,85,0,10,0,1.0,0.0,5.0,0.37249999999999994,32,0,2.0,1.0,7.0,0.40076923076923077,127,0,4.0,2.0,14.0,0.38403846153846144,365.0,0.0
1124,31,Мужской,58,1,8,0,0.0,0.0,0.0,-0.485,19,0,0.0,0.0,0.0,-0.4492307692307692,75,0,2.0,1.0,6.0,-0.30000000000000004,328.0,0.0
1125,47,Мужской,4,0,7,0,0.0,0.0,0.0,0.9400000000000001,33,0,0.0,0.0,0.0,0.8107692307692308,136,0,2.0,0.0,8.0,0.25,365.0,0.0
1126,55,Женский,99,1,16,4,0.0,0.0,0.0,-0.9400000000000001,50,13,0.0,0.0,0.0,-0.8107692307692308,201,28,1.0,1.0,1.0,-0.25,365.0,0.0
1127,24,Женский,88,0,9,0,1.0,0.0,4.0,0.2475,31,0,1.0,0.0,4.0,0.36153846153846153,132,0,3.0,0.0,12.0,0.3898076923076923,332.0,0.0
1128,31,Мужской,112,1,19,3,0.0,0.0,0.0,-0.9400000000000001,51,13,0.0,0.0,0.0,-0.8107692307692308,204,24,2.0,2.0,3.0,-0.25,365.0,0.0
1129,41,Женский,8,0,10,0,0.0,0.0,0.0,0.9400000000000001,31,0,0.0,0.0,0.0,0.8107692307692308,116,0,0.0,0.0,0.0,0.25,365.0,0.0
1130,24,Женский,34,1,10,0,0.0,0.0,0.0,-0.485,18,0,0.0,0.0,0.0,-0.4492307692307692,78,0,2.0,0.0,9.0,-0.30000000000000004,342.0,0.0
1131,52,Женский,85,1,7,0,0.0,0.0,0.0,-0.485,18,0,0.0,0.0,0.0,-0.4492307692307692,74,0,5.0,3.0,12.0,-0.30000000000000004,365.0,0.0
1132,26,Мужской,117,0,10,0,0.0,0.0,0.0,0.49,30,0,0.0,0.0,0.0,0.4476923076923077,113,0,0.0,0.0,0.0,0.39173076923076927,125.0,0.0
1133,50,Женский,18,0,9,0,0.0,0.0,0.0,0.45000000000000007,25,0,1.0,0.0,4.0,0.40923076923076923,133,0,2.0,1.0,6.0,0.4288461538461539,124.0,0.0
1134,22,Мужской,60,1,19,7,0.0,0.0,0.0,-0.9400000000000001,52,15,0.0,0.0,0.0,-0.8107692307692308,217,36,0.0,0.0,0.0,-0.25,365.0,0.0
1135,47,Женский,62,1,6,0,1.0,1.0,1.0,-0.485,16,0,1.0,1.0,1.0,-0.4492307692307692,64,0,3.0,1.0,11.0,-0.30000000000000004,119.0,0.0
1136,28,Мужской,40,0,6,0,1.0,0.0,3.0,0.4075,32,0,1.0,0.0,3.0,0.4792307692307692,132,0,4.0,1.0,11.0,0.4105769230769231,345.0,0.0
1137,42,Женский,17,0,10,0,0.0,0.0,0.0,0.625,30,0,0.0,0.0,0.0,0.46,129,0,3.0,1.0,10.0,0.42057692307692307,332.0,0.0
1138,38,Мужской,6,0,8,0,0.0,0.0,0.0,0.47500000000000003,35,0,0.0,0.0,0.0,0.5007692307692307,125,0,4.0,1.0,14.0,0.4673076923076923,331.0,0.0
1139,32,Мужской,43,0,10,0,0.0,0.0,0.0,0.4675,31,0,0.0,0.0,0.0,0.45461538461538464,127,0,0.0,0.0,0.0,0.4021153846153846,73.0,0.0
1140,38,Женский,43,0,11,0,0.0,0.0,0.0,0.3575,33,0,1.0,0.0,3.0,0.3892307692307693,131,0,1.0,0.0,3.0,0.40596153846153854,78.0,0.0
1141,36,Мужской,28,1,16,9,0.0,0.0,0.0,-0.9400000000000001,54,19,0.0,0.0,0.0,-0.8107692307692308,210,36,0.0,0.0,0.0,-0.25,365.0,0.0
1142,33,Женский,66,1,14,4,0.0,0.0,0.0,-0.9400000000000001,46,13,0.0,0.0,0.0,-0.8107692307692308,214,30,0.0,0.0,0.0,-0.25,365.0,0.0
